06:00:00;0.0167
06:15:00;0.0167
06:30:00;0.0333
06:45:00;0.0333
07:00:00;0.0667
07:15:00;0.3333
07:30:00;0.4333
07:45:00;0.5333
08:00:00;0.6000
08:15:00;0.6333
08:30:00;0.6667
08:45:00;0.6000
09:00:00;0.5000
09:15:00;0.3000
09:30:00;0.2000
09:45:00;0.1333
10:00:00;0.0667
10:15:00;0.0333
10:30:00;0.0333
10:45:00;0.0333
11:00:00;0.0333
11:15:00;0.0333
11:30:00;0.0333
11:45:00;0.0333
12:00:00;0.0667
12:15:00;0.1000
12:30:00;0.1000
12:45:00;0.1333
13:00:00;0.1000
13:15:00;0.1000
13:30:00;0.0667
13:45:00;0.0333
14:00:00;0.0333
14:15:00;0.0333
14:30:00;0.0333
14:45:00;0.0333
15:00:00;0.0333
15:15:00;0.0333
15:30:00;0.0667
15:45:00;0.1000
16:00:00;0.1333
16:15:00;0.2000
16:30:00;0.2667
16:45:00;0.3333
17:00:00;0.4000
17:15:00;0.4333
17:30:00;0.4667
17:45:00;0.5000
18:00:00;0.4667
18:15:00;0.4667
18:30:00;0.3667
18:45:00;0.3333
19:00:00;0.3000
19:15:00;0.2667
19:30:00;0.2000
19:45:00;0.1333
20:00:00;0.0667
20:15:00;0.0333
20:30:00;0.0333
20:45:00;0.0333
21:00:00;0.0333
21:15:00;0.0167
21:30:00;0.0167
21:45:00;0.0167
22:00:00;0.0167
